NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Midland County,Texas,57917,2.93,84.1,27.4,5.7,82.1,14,34.3,19.5,83217,40478,9.8,62327,1.2,4.3,5.8,5.3,6.1,66.7,233200,171238,49.5,8.8,28.6,10.2,77.4,6.5,0.6,2.1,0,6.4,45.4,44.5,5754,101920,18895,4424,0,0,184,0,398,636,3322417,0,196.4019643,R
Milam County,Texas,9468,2.56,83.6,15.1,7,88.5,5.1,17.9,29.4,48253,27585,15.7,11484,1.9,1.5,1,0.8,0.9,73.6,111900,24797,51,6,24.2,20.8,84.1,10.2,0.4,0.6,0.2,2.5,26.8,61.8,405,3791,1922,378,0,0,0,0,0,71,187966,21966,24.40993365,R
Mills County,Texas,1752,2.69,82.8,21.1,8.6,89.4,6.9,15.6,17.4,50198,27619,11.6,2913,1,1.4,0,0,0.1,88.2,141700,4877,50.2,2.8,17.9,29.4,92.8,0.5,0.1,0.1,0,5,22.8,75.1,110,942,531,91,0,0,0,0,0,0,62223,3639,6.512836561,R
Mitchell County,Texas,2419,2.65,84.8,12.1,4.1,82.5,3.5,25.4,22.1,44939,22950,11.7,4077,3,0,0,0,3.5,81.2,67900,8256,39.4,5.3,20.6,15.8,75.5,10,1.1,0.7,0,7.9,40.3,47.9,135,1130,473,119,0,0,0,0,0,0,67259,7395,9.378880772,R
Montague County,Texas,7969,2.42,86.7,17.4,12.5,86.7,3.4,7.9,26.8,57511,28986,14,10285,0.7,2.2,0.3,0.3,0.4,76.6,120100,19640,51.8,5.5,22.5,22.2,93,0.8,0.4,0,0,3.3,11.2,85.5,418,3334,2141,395,0,0,0,0,0,0,197040,18358,21.2889446,R
Montgomery County,Texas,205719,2.86,89.2,34.9,6.9,86.5,13.5,22.6,32.2,83274,41892,8.9,223599,0.5,1.1,2.4,5.5,7.8,71.5,248100,590188,50.5,6.7,26.3,13.1,82.3,5.2,0.4,3,0,6,24.6,64.9,12797,180788,62732,9794,129,0,842,0,614,1932,7741918,1444062,582.7469847,R
Moore County,Texas,6659,3.15,65.4,14.2,4.7,89.3,27,53.6,18.2,53967,22646,10.7,8119,1.5,6.9,3,2.5,1.5,65.8,113100,21169,47.3,9.5,31.9,11.1,75.4,3.8,0.4,6.3,0,4.4,56.8,31.8,446,8676,1152,377,0,0,0,0,0,52,258073,31679,23.27447488,R
Morris County,Texas,5170,2.36,91.1,14.1,12.2,92.4,4,10.1,24.1,43995,22868,17.8,6046,4.5,1.6,0.4,1,0.7,73.3,92100,12357,51.6,5.5,23.1,21.5,70.2,23.5,0.2,0.1,0.1,2,10.2,64.1,214,2807,759,180,0,0,0,0,0,35,69104,10338,49.16083503,R
Motley County,Texas,496,2.75,88.7,16.7,11.8,81.9,0,13.2,16.6,45417,27075,7.3,781,0,0,0,0.5,0,71,60000,1362,48.1,5.3,21.1,30.4,87.6,0.7,0,0,0,4.8,15.2,78.6,21,131,139,0,0,0,0,0,0,0,4359,0,1.212652897,R
Nacogdoches County,Texas,23765,2.51,83.7,24.4,6.7,77.7,8,17.4,20.9,44507,24031,24.9,28465,2.4,5.1,3.3,4.9,6.2,57.7,137300,65080,52.1,6.3,23.2,14.7,73.4,18.1,1,1.4,0,3.9,19.6,59.2,1270,18326,4289,992,0,0,0,0,0,0,849798,118785,68.88541511,R
Navarro County,Texas,17509,2.77,80,17,7.6,87.1,12.8,25.2,28.7,47574,24133,15.5,21182,2.8,2.2,0.8,1.1,2.9,69.6,109700,49475,50.9,7.4,26.5,17,72.8,11.8,0.6,0.6,1.6,3.6,27.9,55.4,941,13294,3976,874,0,0,90,0,0,171,652701,61152,49.63414121,R
Newton County,Texas,5124,2.66,81.3,8.8,8.6,91.4,1,2.6,38.9,40690,21836,25.8,7402,0.7,0.2,0,0.1,0.6,82.5,80700,13788,48.5,4.4,19.9,20.8,75.2,21.2,0.3,0.6,0,2.4,3.8,73.2,131,834,717,128,0,0,0,0,0,0,76449,568,14.56070806,R
Nolan County,Texas,5516,2.66,82.6,15.1,7.1,82.1,6.1,24.6,17.9,43692,25703,15.6,7075,3,2.5,3,1.6,2.7,67.9,80300,14901,48.5,7.1,25.9,18.2,85.7,5.5,0.6,0.2,0,2.9,38.4,54.5,340,5399,1064,292,0,0,0,0,0,29,256964,31268,16.13382189,R
Nueces County,Texas,130482,2.71,83.8,21.7,9.2,83.9,8.7,35,19.8,56784,28078,16.2,150133,3,5.6,8,4.6,6.6,58.7,148100,362151,50.6,6.6,24.6,14.5,82.3,3.7,0.4,2.1,0.1,9,64.1,29,7987,140994,27099,6575,0,61,374,0,1213,1044,5391186,1073870,432.1790338,R
Ochiltree County,Texas,3391,2.9,74.3,16.7,5.2,87.4,24.5,46.5,17,53431,23215,14.8,4152,1.2,3.5,1,1.7,2.6,73.2,104300,9907,50.7,8.4,31.3,10.1,80.9,1.2,0.8,0.2,0,7.5,54.8,42.4,347,3308,774,286,0,0,0,0,0,0,120325,15049,10.71827965,R
Oldham County,Texas,646,2.53,91.7,26.8,4.2,81.7,3.4,11.5,24.5,64250,27166,12.3,794,7.9,0,1,1,0.3,73.1,103800,2110,42.7,6.2,36.5,12.7,93.1,4.1,0.2,0.9,0,1.6,18.1,75.8,40,546,190,41,0,0,0,0,0,0,0,0,1.407509049,R
Orange County,Texas,31570,2.63,88.4,16,7.2,85.8,3.1,6.7,24,63488,31260,12.4,37883,1.4,1.5,3.5,3.5,1.5,74.3,116100,83776,50.5,6.8,24.9,15.7,85.6,8.7,0.3,1.2,0,3.2,8.1,80.1,1308,19017,5213,1146,0,0,0,0,0,0,966048,112938,249.8488938,R
Palo Pinto County,Texas,10334,2.76,87.7,18.1,9.7,87.9,6.5,12.8,26.3,55986,27473,13.8,15522,2.7,2.5,2.1,1.4,2.6,74.5,115700,28792,51.1,6.1,23.3,19.4,91.1,2.4,0.5,0.9,0,3.8,19.9,74.4,596,5780,2512,595,0,0,0,0,0,124,271734,46020,30.64304038,R
Panola County,Texas,8662,2.63,84,15.6,8.5,89,3.1,6.4,27,51297,27267,14.1,11338,1.4,2.3,0.9,0.5,0.7,77.2,117000,23186,51,5.8,23.2,19.1,80,16.2,0.1,0.5,0,2,8.9,73.2,453,6782,1907,438,0,0,0,0,0,0,237802,21610,28.5867306,R
Parker County,Texas,45848,2.98,89,26.7,9.4,87.6,5.3,8.7,32.3,84189,36420,8.2,50780,1.8,1.7,1.2,1.1,1.2,80.5,236300,138447,50.2,6.2,24.7,15.6,91.8,1.4,0.7,0.5,0,4,12.8,82.8,3082,32186,16132,2467,0,0,0,0,0,388,2292844,211503,158.0998485,R
Parmer County,Texas,3213,2.98,74.1,15.1,4.8,88,21.5,54.3,15.2,58558,26269,13.2,3793,0.1,1.7,2,3.6,0.8,65.5,110000,9639,49.3,7.7,28.7,14.2,83.9,0.9,0.2,0.6,0,9.3,63.8,33.4,194,3691,492,224,0,0,0,0,0,0,38534,4437,10.90461678,R
Pecos County,Texas,4868,2.74,72.5,11.6,5.9,89.6,13.7,53.8,17.1,53879,23201,16.4,5784,1.1,3.9,0,2.8,2.5,74.2,106000,15725,43.3,6.5,24.7,12.7,79.2,3.5,0.8,0.7,0.2,7.7,69,24.8,342,3813,1051,275,0,0,0,0,0,0,287581,45491,3.321483784,R
Polk County,Texas,17945,2.59,81.9,14.3,11.4,79.5,6,14.5,29.1,50351,24479,16.7,26135,2.6,0.9,0.7,0.3,0.8,77.2,125500,50155,46.2,5.3,20.2,18.7,82.2,9.5,1.6,0.8,0,3.7,15.3,71.1,784,8790,4794,0,0,0,0,0,0,65,570535,58159,48.5816704,R
Potter County,Texas,43957,2.54,77.2,15.4,7.1,83.5,16.1,32.3,19.1,43652,23245,20.1,50174,4.1,3.2,4.3,4.1,7.3,54.7,97000,118323,48.5,7.7,27.4,12.6,75.6,10.2,0.7,5.1,0.1,5.6,38.8,43.6,3443,61308,8295,2921,0,0,158,0,0,532,2026741,463937,129.2561825,R
Presidio County,Texas,2580,2.64,48.5,19.5,0.8,86.3,39.3,77.5,20,22716,15687,39.9,4065,2.7,7.6,1,0.8,0,54,77200,6808,50.8,6.4,26.6,24,78.1,0,2.4,2,0,12.6,80.2,16.8,129,958,843,110,0,0,0,0,0,29,51710,30182,1.738926355,D
Rains County,Texas,4321,2.76,83,15.3,13.2,89.5,3.4,8,31.5,52612,28919,12,5416,0.5,1.4,0.8,0.5,0.6,78.4,131100,12001,49.3,4.2,19.2,24,90.4,2.8,1.3,0.4,0,1.3,9.3,85.1,186,1485,1103,0,0,0,0,0,0,35,136353,9599,54.5383672,R
Randall County,Texas,50092,2.67,93,30.9,9.2,82.2,5.1,12.3,19.8,68186,34527,10,55057,1.6,1.3,4.2,3.8,7.1,69.6,174100,136005,50.9,6.3,24,15,86.6,2.9,0.8,2,0.2,4.8,22.4,70.3,2700,34200,11323,2334,0,0,57,0,0,395,1882883,220952,151.0121256,R
Reagan County,Texas,1117,3.34,82.6,11.7,5,87.3,14.4,56.1,21.9,61659,25126,10.8,1331,0,3.8,5,0,0,65.8,98300,3766,45.3,10.6,30.3,9.8,48.1,1.1,0,1.1,0,3.7,69.9,27.2,128,1669,302,114,0,0,0,0,23,0,64008,10754,3.274869563,R
Real County,Texas,1254,2.64,87.9,16.8,10.7,84.4,2.7,12.2,17.5,38659,22588,25.7,2671,0.9,0,0.3,0.2,0,71.9,146900,3429,55.1,5.2,22.6,29.7,94.9,1.2,0,0.1,0,0.7,24.1,74.6,88,670,480,59,0,0,0,0,0,0,22406,9735,4.937361963,R
Red River County,Texas,5143,2.32,89,15.7,6.4,91.8,1.7,3.2,27.9,37135,23895,20.2,6956,1.4,1.7,1.4,2.3,2.2,78,77900,12115,52.7,5.4,19.9,25.3,78.2,16,1.8,0.1,0,2.2,7.4,73.4,179,1417,945,123,0,0,0,0,0,0,61628,0,11.51764953,R
Reeves County,Texas,3772,3.72,69.4,10.6,5,87.7,18.6,53.6,17.6,61543,22670,16.2,4652,3.2,6.3,0.3,0.1,0.7,79.6,91600,15546,38.5,5.4,22.4,11.8,77.9,2.1,0.1,1.2,0.1,5.4,74.8,23.3,370,5707,856,268,0,0,0,0,0,20,244626,84936,6.06218449,R
Refugio County,Texas,2566,2.67,82.6,11.1,8.3,89.2,1.2,28.2,24.1,51054,24893,15.3,3725,0.8,1.7,3.1,0,0.3,72.8,85500,7015,52,6.6,23.2,21.9,80.3,5.8,0.2,0.2,0,8.1,50.8,41.3,139,1686,523,146,0,0,0,0,0,0,91257,13128,9.017702738,R
Roberts County,Texas,329,2.38,92.7,23.9,9.8,94.3,2.3,6.2,15.4,61964,29673,10.8,445,2.5,0,0,0,0,82.7,134200,784,49,2.6,23.5,24.9,96.7,0,0.1,0,0,3.2,11.9,84.9,20,115,95,0,0,0,0,0,0,0,0,0,0.924184679,R
Robertson County,Texas,6749,2.5,84.7,18.4,7.7,85.2,4.4,15.4,25.5,53823,27245,14.6,8947,4.3,1.5,0.8,0.2,0.4,73.5,121600,17094,51.2,6.5,23.7,19.2,73.8,20.2,0.1,0.5,0.1,3.2,21.2,56.8,266,3174,1406,197,0,0,0,0,0,0,172294,20965,19.96706986,R
Rockwall County,Texas,34457,2.92,93,42.9,8.4,86.3,8.2,15.5,32.6,105956,45461,3.8,35670,0.5,1.2,1.7,1.2,3.9,83.4,283000,101175,50.7,6.2,27,12.2,80,6.7,0.9,2.9,0,6.2,18.1,69.8,2623,30155,12300,1904,30,0,98,0,0,362,1834287,263348,825.3606282,R
Runnels County,Texas,3891,2.59,81.1,16.6,7.7,89,4,16.5,24.2,48489,24191,12.7,5245,2.5,0.9,0,0.4,0,72.9,85200,10280,49.5,5.6,23.9,20.7,86.1,2.4,0,0.1,0,8.2,34.5,61.2,219,2170,780,272,0,0,0,0,0,0,123881,6474,9.765284515,R
Rusk County,Texas,18056,2.72,82.6,15.9,7.1,82.5,7.2,14.2,27.1,56223,27267,11.2,21723,2.5,1.7,0.2,0.5,0.8,79.2,131200,53988,46.6,5.6,22.3,16.7,76.1,16.4,0.2,0.5,0.1,5.2,17.1,63.2,779,9730,3642,681,0,0,0,0,0,0,337908,45480,58.87860041,R
Sabine County,Texas,4524,2.29,85.7,17.4,13.6,85,1.4,3.2,29,38917,27345,18.8,8372,1.1,0.7,0.4,0,0,86.4,99900,10470,52.3,4.6,18.5,30.6,88,5.5,0.6,0.2,0.3,2.8,4.7,84.8,181,1586,746,122,0,0,0,0,0,0,61071,4999,21.43945937,R
San Augustine County,Texas,3712,2.16,82,14,13.6,85.8,3.6,4.9,23.9,41568,23385,26.4,5471,1.6,2.5,0.3,0,1.4,73,75500,8260,50.4,4.7,19.7,26.8,71.7,21.9,0.6,0.1,0,0.9,7.4,69.2,133,1394,529,0,0,0,0,0,0,0,60833,0,15.52226857,R
San Jacinto County,Texas,10143,2.8,85.5,15.2,9.4,86.4,5.2,13.7,40.5,44566,24618,13.6,14274,0.1,1.2,1.7,0.1,0.1,79.5,126700,28574,50.8,5.5,21.7,21.8,84.6,9.4,0.4,0.1,0,4.3,13.5,74.3,209,1109,2352,197,0,0,0,0,0,0,54197,0,50.69716326,R
San Patricio County,Texas,23422,2.83,81.4,15.9,9.6,82.4,5.1,34.4,23.2,56111,26714,15.2,28652,4.4,4.7,3.2,1.3,1.8,67.8,129400,66969,49.4,7.1,26.9,14.9,87.5,1.7,0.2,0.9,0.1,6.9,58.1,37.9,1070,15955,5020,785,0,0,0,0,0,158,776225,126155,96.23094137,R
San Saba County,Texas,2134,2.49,80.8,17.4,7.9,90.4,6.8,20.3,29.5,45169,25201,13.3,3198,3.2,0.4,1,0,0,70.9,119400,6004,49.3,5.2,19.8,23.4,81.3,1.5,0,0.1,0,7.2,30.5,63.8,154,823,592,161,0,0,0,0,0,0,40835,0,5.333330775,R
Schleicher County,Texas,1036,2.8,79.2,16.1,3.4,91.8,13,45.9,22.4,45250,24030,17.1,1505,0,1.7,3.3,0.1,1.1,78,80900,2898,49.1,8.8,25.7,23.4,60.6,1.6,0,0,0.9,1.4,53.5,43.4,51,460,279,44,0,0,0,0,0,0,10716,0,2.131017326,R
Scurry County,Texas,6115,2.45,80.2,16.1,7,86,7.1,25.4,17.8,50277,24238,12.7,7205,2.3,2.8,1.7,0.1,1.2,78.5,87600,16918,44.7,6.7,24.7,15.1,83.4,3.9,0.2,0.8,0,4.7,41.1,51.5,397,4729,1100,397,0,0,38,0,0,54,263501,27372,18.44729233,R
Shackelford County,Texas,1367,2.39,88,32.6,10.5,86,3.2,7.1,25.1,48212,27822,11.3,1775,0.2,0.7,2.1,0,1,79.7,110000,3291,48.2,5.8,23.4,19.7,95,0.2,0.1,0.4,0,2.7,11.7,85.1,116,1058,452,105,0,0,0,0,0,0,23016,0,3.57109341,R
Shelby County,Texas,9486,2.64,78,14,6.1,88.9,8.1,17.5,24,41170,22404,23.3,12358,2.2,1.5,0.9,0.8,0.5,75,81800,25263,50.7,7.2,26.2,17.6,76.1,18.6,0.9,0.4,0,1.8,18.4,61.4,510,6562,1792,445,0,0,0,0,0,98,233614,42094,31.76765571,R
Sherman County,Texas,1070,2.82,74.4,18.5,7,91.3,19,39.1,20.4,57130,36988,11.2,1397,0,0,0.6,2.3,0.2,72.9,93900,3046,47.8,5.4,23.1,15.6,83.4,0.5,0,1.1,0,6.4,43.6,53.3,59,345,233,47,0,0,0,0,0,0,58912,0,3.274603848,R
Smith County,Texas,77809,2.88,87.1,27,6.6,87.2,9.1,17.1,23.6,59450,28858,14,91122,2.9,1.8,4.6,3.6,3.9,67.2,164200,230184,51.7,6.8,24.5,16.6,75,17.1,0.4,1.6,0.1,3.3,19.7,59.4,5931,95866,21278,4668,0,0,0,0,250,776,4074641,596446,252.585778,R
Somervell County,Texas,3145,2.74,91.8,28.9,8.1,85.2,4.2,12.7,35,64394,32998,16.1,3851,0.4,1.6,3.3,0.7,0.1,83.8,205800,8958,49.6,4.9,22.3,19.1,90.2,1.1,0,0.6,0,1,18.2,79.8,226,3005,963,135,0,0,0,0,0,0,44530,44536,48.95219302,R
Starr County,Texas,16281,3.9,57.6,10.9,2,91.7,27.5,94.1,27.5,30931,14545,34.2,19865,3.6,1.6,2.5,1,0.3,74.8,76900,64032,51.3,9.7,32.9,11.3,83.5,0.1,0.1,0,0,11.3,98.9,1,588,9055,7110,0,0,0,0,0,0,0,474637,0,52.84017609,D
Stephens County,Texas,3408,2.63,79.8,15.7,5.9,85.1,4.3,15.5,20.3,44940,25592,19.4,4956,2.2,0.6,1,2.6,3.6,74.1,81300,9358,47.8,5.2,22.6,19.7,90.5,3,0.3,0.4,0,4.4,24.2,70.4,237,2170,868,224,0,0,0,0,0,25,107081,8897,10.44471757,R
Sterling County,Texas,405,3.06,89.1,18.4,2.7,96.1,11.1,28.1,20.5,53194,27551,2.4,574,0.9,0,0,0,0,87.4,75000,1274,50.5,5.4,30.6,10.6,82.8,0,0,0,0,8.6,38.1,61.6,51,285,150,20,0,0,0,0,0,0,22364,1005,1.398019265,R
Stonewall County,Texas,529,2.59,81.6,12.5,7.3,85.4,1.5,12.5,12.7,58309,23300,9.2,837,1.9,0,0,0,0,80.2,53200,1412,52.8,7.2,27.1,20.5,90.5,1.8,1.9,0,0,2.2,24.2,73.7,47,363,151,0,0,0,0,0,0,0,9706,0,1.473296302,R
Sutton County,Texas,1282,2.94,75.3,18.4,8.8,93.6,12.8,54,17.4,61190,25650,13.9,1936,2.7,3,3,0.8,0.9,68.1,101000,3793,47.6,9,27.7,16.8,56.6,0.1,0.4,0,0.1,2.5,68.2,31.5,110,1047,402,123,0,0,0,0,0,0,59228,18420,2.597089571,R
Swisher County,Texas,2599,2.6,75.2,15.9,5.4,87.3,12.9,32,22.6,36337,18310,25.3,3181,3.3,1.3,0.2,0,0.2,72.4,78600,7403,45.8,6,24.9,19.1,84.2,7,2.2,0.1,0.1,5,44.4,45.6,120,885,481,170,0,0,0,0,0,0,57034,0,8.30974572,R
Tarrant County,Texas,722446,2.84,86.5,32.6,7.1,84.7,16,28.9,27.4,70306,34045,11.4,780381,1.6,3.6,5.9,7.7,9,60.3,209600,2077153,51.1,6.9,26.3,11.3,63.4,16.6,0.5,5.6,0.2,6,29,45.9,44319,827789,196851,31032,874,160,3532,0,0,5987,36282127,6194927,2434.430253,D
Taylor County,Texas,50396,2.59,89.5,26.8,10.4,79.3,6.7,17.7,17.2,55568,28071,14,57761,3,4.7,4.7,5.8,4.7,58.4,137600,137521,51.3,7.3,24.7,14.5,75.2,7.8,0.7,2.4,0,4.6,24.8,62.6,3583,57676,10683,2565,0,0,93,0,0,363,2430444,363939,150.7684472,R
Terrell County,Texas,419,2.16,85.2,22.6,5.1,96,1.1,45.3,39.6,42823,26056,4.8,746,0,0,0,0,0,96.4,81400,903,47.4,1.9,13,34.3,82.4,1.6,0,0,0,7.8,50.3,44.6,10,50,74,0,0,0,0,0,0,0,4886,0,0.329098374,R
Terry County,Texas,4101,2.8,69.7,11.6,4.4,77.4,11,41.2,20.4,44052,21048,21.1,4864,1.1,0.9,0.3,1.3,2.6,63.2,78500,12408,47,7.7,27.5,15.1,89.2,2.5,0.1,0,0,5,55.5,41.5,220,2169,777,258,0,0,0,0,0,48,104838,15915,13.87989831,R
Throckmorton County,Texas,713,2.1,87,22.3,8.5,86.1,2.3,9.7,15.1,41875,31628,22.6,1059,2.8,3,2.5,1.5,0.8,73.4,58600,1500,53.9,7.8,20.3,25.7,93.9,1.1,0,0,0,4.7,12.1,85.1,45,239,214,51,0,0,0,0,0,0,6534,355,1.644837276,R
Titus County,Texas,11064,2.94,78.2,16.8,6.9,92,20.6,39.5,19.8,53406,22077,15.8,12487,1.5,4.5,5,2.1,1.6,68,99900,32709,50.7,7.7,29,14.2,70.4,9.2,0.3,1,0,6,43.6,44.5,642,14374,1936,692,0,0,0,0,0,79,488942,61333,80.65254818,R
Tom Green County,Texas,42953,2.61,86.4,25,10.4,82.9,5.9,25.3,18.7,57670,29547,12.2,48785,1.4,2.5,2.7,2.3,9.8,65.6,149700,118645,50.1,6.9,23.8,15.5,81.1,4.2,0.4,1.3,0,7.4,40.5,52.5,2788,40252,8817,2265,0,0,0,0,171,357,1964817,279568,78.31792969,R
Travis County,Texas,491531,2.49,90.3,51.5,5,80.8,17,30,25.9,80668,45453,11.4,530125,2.7,3.6,4.8,9.6,18.7,53,347700,1250884,49.5,6.2,21.6,9.8,69.3,8.3,0.6,6.8,0.1,6.7,33.6,48.6,38547,652191,135500,27966,305,0,2417,0,2028,6079,19457339,5781170,1283.926548,D
Trinity County,Texas,6105,2.38,82.6,13.6,12,85.9,4.3,9.8,33.4,44052,26347,17.8,9079,3.7,0.8,0,0.2,0,76.3,87500,14689,50.4,4.7,20.1,26.7,85.4,8.6,0.2,0.1,0,3.3,10.4,78,176,1701,1094,152,0,0,0,0,0,0,47586,16679,21.11714282,R
Tyler County,Texas,7109,2.65,81.3,14.2,8.9,83.6,3.2,8.9,31.8,47865,21632,18.5,10922,0.5,0.1,0.4,0.9,1,82.9,91000,21524,45.6,4.3,19.2,22,83.5,10.5,0.1,0.4,0,3.6,8,78.8,269,2186,1359,206,0,0,0,0,0,20,126392,13467,23.44465303,R
Upshur County,Texas,14392,2.84,86.8,18.2,8.3,87.4,3.1,4.7,28.2,54330,26648,14.9,17074,2.6,1.2,0.8,0.7,0.3,77,153800,41386,50.8,5.7,23.9,18.2,85.1,8.1,0.4,0.4,0,3.5,8.7,80,504,5080,3321,509,0,0,0,0,0,0,214959,27988,71.61996918,R
Upton County,Texas,1344,2.67,78.1,14,5.6,87.5,9.3,36.1,26.9,59008,25994,11.1,1648,0.3,0.5,1.6,1.3,0,76.9,78900,3651,50.6,5.1,29,14.8,46,7.1,0.4,0.8,0,1.8,54.2,39.7,90,1322,235,75,0,0,0,0,0,0,24441,0,2.946051289,R
Uvalde County,Texas,8921,2.95,75.9,19.4,8.6,89.5,10.4,49.6,18.1,45936,21036,21,11194,1.7,3.6,3.3,2.4,1.1,69.3,103000,26899,51.4,7.2,26.7,16.8,89,0.6,0.5,0.8,0.1,4.3,71.9,25.6,611,7397,2800,705,0,0,33,0,111,65,398538,66798,17.23090722,R
Val Verde County,Texas,16388,2.87,70,19.1,8.6,87,23.4,67,18,47675,21082,18.3,19232,3.5,5.2,1.9,0.6,4.9,64.8,105400,49018,49.1,8.3,28.3,14.3,84.3,1.3,0.3,0.7,0,7.9,82.2,14.8,784,11902,3513,741,0,0,0,0,315,0,645623,98517,15.58947662,R
Van Zandt County,Texas,20494,2.7,85.3,15.8,9.3,88.1,3.6,7.6,36.7,57203,30111,12.7,23528,2,1.4,0.6,0.5,0.6,79,152200,55970,51.3,5.8,23.1,20.4,92.3,2.9,0.8,0.4,0,2.4,11.3,83.3,928,8935,5261,931,0,0,0,0,0,147,507510,62897,67.16350138,R
Victoria County,Texas,32520,2.79,83.4,18.9,7.2,85.5,6.9,26.2,20.6,58959,29424,15.7,37264,2.5,6.5,5.2,2.4,3.6,67.3,152900,92044,51,6.9,25.4,16.1,82.1,5.9,0.4,1.2,0.1,7.3,47.3,44.1,2262,32611,6927,2001,0,0,162,0,170,289,1751019,0,104.3910386,R
Walker County,Texas,22515,2.45,86,19,7.6,81.9,7.8,17.3,26.6,41508,18598,20.7,26600,4.2,4.6,4.6,7.8,7.7,51.9,160100,72295,41.5,4.2,14.8,12.9,70.7,23.1,0.3,1.3,0.3,3.6,18.1,56.2,1034,13454,4631,993,0,0,91,0,0,0,915388,123592,93.04893805,R
Waller County,Texas,15586,3.16,85.2,23,4.2,86.1,13.3,26.5,28.1,61752,27033,14.7,17292,1.8,3.8,5,3.2,0.8,69.3,222700,53626,50.3,6.2,24.1,11.8,54.7,24.4,0.7,1.2,0,3.5,30.4,42.8,861,14405,5178,714,0,0,0,0,0,0,532934,59589,107.638035,R
Ward County,Texas,4100,2.84,79.5,11.5,6,84.1,6.9,33.4,21.1,61915,26209,11.6,4835,4.4,1.8,1.4,2.6,0.2,74.6,98700,11745,49.7,7.6,28.5,13.6,85.4,4.8,1.5,0.5,0,3,54.3,39.4,317,4275,801,265,0,0,0,0,0,40,146101,36563,14.35849774,R
Washington County,Texas,13321,2.48,87.5,28.1,7.9,88.4,6.3,13.8,21.3,59623,32649,10.5,16342,2.4,2,1,2.3,3.8,73.7,193000,35275,51.4,5.8,21.6,21.5,76.4,17.2,0.2,1.6,0,3.2,16.3,63.4,945,13018,3537,754,0,0,0,0,0,0,583323,71656,59.3882182,R
Webb County,Texas,76382,3.56,68.2,18.8,3,90,25.5,90.5,21.7,50296,19048,24.6,84553,1.6,4.1,3.7,2.9,7.9,63,135000,274847,51,9.3,32.9,9.4,81.2,0.5,0.2,0.5,0,14.6,95.5,3.5,5512,79245,28738,4818,0,0,183,0,2905,733,3360095,521952,82.30071138,D
Wharton County,Texas,15248,2.7,80,18.8,5.9,90.5,9.5,24.6,24.2,51770,26724,15.1,17727,2.5,2.2,4.2,1.8,2.8,66.3,148700,41672,50.6,6.9,26.1,17,75.8,13.2,0.1,0.4,0,5.8,41.8,44.1,1005,11501,3642,772,0,0,27,0,0,0,634607,61209,38.25988378,R
Wheeler County,Texas,2060,2.49,79.9,15.3,6,88,7.4,18.4,22.1,49036,27737,17,2715,2.4,1.8,1.8,0,0.8,70.3,83600,5187,47.8,6.9,25.5,19.5,90,2.7,0.3,0.3,0,3.8,25.8,68.8,158,1214,469,139,0,0,0,0,0,0,66462,12033,5.528505372,R
Wichita County,Texas,48538,2.44,88.3,23.1,12.3,79.3,6,13.2,15.4,49710,25568,17.4,56064,2.5,5.3,5.3,4.1,4.4,60.9,103200,132154,48.1,6.4,22.5,14.7,77.6,10.2,1,2.2,0.1,5.2,19.5,64.7,2979,44475,8058,2557,0,0,110,0,0,456,1938908,0,210.693662,R
Wilbarger County,Texas,5008,2.34,78.7,14.9,8.7,75,4.5,18,15.5,45121,23340,18.9,6242,8.3,3.5,1.3,2.4,2.2,59.4,73200,12717,51.4,6,22.3,17.3,73.7,9.8,1.4,1.1,0,8.1,29.7,57.1,271,4493,682,201,0,0,0,0,0,22,298654,20398,13.15109387,R
Willacy County,Texas,5882,3.45,70.1,9.2,4,93.5,12.9,62.3,19.9,37906,18244,25.6,7391,2.6,5.1,0.9,0.6,0.7,67,62100,21419,44.9,6.4,23.8,14,86.2,0.9,0.8,0,0,10.7,88.2,10.6,188,2347,1266,194,0,0,0,0,0,27,88736,17897,36.16310045,D
Williamson County,Texas,188113,3.01,93.3,41.9,8.7,82.1,13,22.1,28,90834,38494,6.1,199061,1.8,2,3.4,5.6,8.7,68.2,282700,570437,50.7,6.4,25.6,12.2,75.7,6.4,0.3,7.1,0.1,7.3,24.6,58.3,12467,180325,56184,8796,0,0,832,0,696,1763,9915963,1214221,528.0604346,D
