NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Hyde County,South Dakota,578,2.43,93,20.4,8.1,87.6,0.8,1.1,14.7,55000,28343,11,699,0.7,1.1,0,1.4,0.3,79.9,80800,1440,51,6.8,22.4,22.9,85.4,0,9.2,0,0,4.9,1440,84.8,43,470,127,47,0,0,0,0,0,0,16459,339,1.571113463,R
Jackson County,South Dakota,994,3.17,87.4,18.6,10.6,89.3,2,15.2,13.4,41510,17601,36.5,1288,2.9,1.2,2.4,0,2.7,62.1,54700,3268,48.7,9.9,32,14.3,43.9,0.2,50.8,0.5,0,3.2,3268,43.8,49,237,200,27,0,0,0,0,0,0,36016,7099,1.784417462,R
Jerauld County,South Dakota,868,2.29,88.7,17.8,10.1,87.5,2.9,3.7,17.3,51442,36494,9.9,1054,0,0,4.2,1.1,0.6,73.5,80500,2029,51.9,6.3,23.3,25,98.8,0,0.2,0,0,0.8,2029,96.5,74,1147,161,83,0,0,0,0,0,0,12117,3102,3.808559703,R
Jones County,South Dakota,419,1.83,91.7,14.4,6.9,97,0.3,0.3,9.9,39276,25229,10.3,519,2.9,2.7,1.3,1.3,0.4,69.2,58100,767,45.5,1.4,15.3,21.4,95.7,2.1,2.2,0,0,0,767,95.2,48,275,107,49,0,0,0,0,0,0,38176,5738,0.955987834,R
Kingsbury County,South Dakota,2331,2.14,90.6,22.7,9.9,88.9,2.1,3.4,20.7,54568,31524,9.3,2732,1,3.5,5.2,1.7,0.9,78.8,93800,5070,49.5,6.4,21.8,21.8,96.3,0,0.2,1.3,0,1.3,5070,95.1,171,1317,510,123,0,0,0,0,0,0,29208,1512,6.009106472,R
Lake County,South Dakota,4696,2.47,94,33.2,8.9,80.4,0.7,2.2,16,57239,29526,13.8,5652,0.3,2.5,5.5,3.8,2.2,75.5,147100,12331,48.5,7.6,21.9,19.5,95.9,0.5,0.2,1.9,0,1.4,12331,93.8,364,3697,1110,346,0,0,0,0,0,29,174013,16019,22.91766669,R
Lawrence County,South Dakota,10750,2.18,94,31.6,11.4,79.3,2.9,3.9,16.9,48220,27002,12,13355,1.9,3.7,3.7,4.4,5.9,65.2,190000,24859,50.3,4.7,18.7,17.9,93.2,1,2.8,1,0,1.4,24859,91.2,1017,9633,2454,960,0,0,0,0,0,129,493088,211190,31.59986216,R
Lincoln County,South Dakota,18230,2.79,95.1,41.2,8.3,85.8,2.2,4.2,19.4,77455,36896,3.7,19084,0.5,3,2.9,3.6,7.7,78.4,198500,51396,50.5,8,29.1,10.3,95,0.9,0.5,1.1,0,1.9,51396,93.9,1458,15814,4887,1540,0,0,0,0,20,232,902489,77124,94.35240707,R
Lyman County,South Dakota,1380,2.77,88,18.3,7.4,91.1,1.1,5.9,12.8,45921,20695,21.7,1726,1.2,0.9,2.4,1.6,0.3,70.4,73500,3855,47.4,8.3,28.8,15,56.7,0.1,39.9,0.9,0,2.4,3855,56.6,74,642,246,71,0,0,0,0,0,0,65169,13467,2.371278847,R
Marshall County,South Dakota,1737,2.61,89.1,22.6,8.6,85.4,4.7,5.1,16.5,55398,27441,10.5,2564,1,2.9,3.4,0.9,0.6,70.8,88700,4743,47.8,6.9,22.6,19.5,85.7,0.6,10.3,0,0,1.4,4743,83.5,144,1173,348,173,0,0,0,0,0,0,38683,4173,5.728535931,R
McCook County,South Dakota,2210,2.43,89.3,22.5,9.7,85.1,1.8,2.8,24.3,58485,28424,10.4,2506,1.6,3.4,0.2,1.5,0.7,77.1,115200,5616,50.3,7.4,26.5,19.7,96.1,0.7,1.2,0,0,0.9,5616,95.1,189,1064,517,197,0,0,0,0,0,24,44741,3930,9.796165968,R
McPherson County,South Dakota,1004,1.9,78.8,15.1,12.6,79.9,0.9,17.6,19.2,41338,25302,18.8,1405,0.6,4.2,1,0,1.5,75.4,55500,2252,48.3,5.3,16.4,29.5,91.3,0.2,7.1,0.8,0,0.7,2252,87,76,348,205,91,0,0,0,0,0,0,12706,1233,2.144911875,R
Meade County,South Dakota,10653,2.45,93.4,23.8,15.5,81.3,1.6,3.2,20.7,53069,25884,9,11489,1.8,2.1,2.8,1.2,1.7,72.4,166200,26840,47.9,6.5,24,13.6,90.1,1.8,2.6,1.2,0.1,3,26840,88.2,709,5438,2218,753,0,0,0,0,0,0,308661,50133,7.978519213,R
Mellette County,South Dakota,709,2.89,83.5,14,5,89.2,0.5,11.4,19.6,29471,13934,46.2,858,1.2,3.1,0,0,0,68.1,44400,2083,50.1,8,31.2,14.9,39.4,0,58.5,0,0,2.1,2083,39.4,18,146,103,21,0,0,0,0,0,0,6825,438,1.607904784,R
Miner County,South Dakota,974,2.32,90.2,21.6,8,88.5,1.9,2.6,20.3,48542,28242,9.9,1261,2.1,3.6,2.5,0.6,1,78.6,73900,2299,48.7,6.4,27.1,21.1,96.6,1.3,0.1,0,0,1.5,2299,94.8,80,518,202,92,0,0,0,0,0,0,17873,1369,4.000138854,R
Minnehaha County,South Dakota,71569,2.47,91.4,30.3,8,82.2,6.4,9.3,17.9,55293,28337,11.6,76057,1.9,3.8,4.8,6.8,11.7,63.5,160100,182014,49.8,7.8,25.1,12.2,86.2,4.5,2.6,2,0,2.7,182014,83.9,5735,121431,13344,4864,0,0,53,0,37,0,4066853,637779,232.0698443,R
Moody County,South Dakota,2661,2.3,91,26.8,9.5,86.5,3.9,8.9,19.7,54383,27324,14.7,2827,0.7,3.4,5.7,1.7,1.1,72.4,121300,6445,49.3,6.8,25.3,16.7,79.9,0.9,12.7,1.8,0,4.1,6445,78.4,160,1673,427,131,0,0,0,0,0,0,34425,42499,12.52443352,R
Pennington County,South Dakota,42225,2.46,92.8,28.9,14.2,81.1,2.1,4,17.2,51084,27964,13.8,46694,3,2.9,2.9,3.6,8.1,67.4,166900,107298,49.7,6.9,23.8,15.4,83.2,1.3,8.7,1.1,0,5.1,107298,80.6,3779,49590,8071,3390,0,34,51,0,0,535,2701128,439846,39.39080846,R
Perkins County,South Dakota,1294,2.26,89.2,19.2,10.9,87.5,0.8,2.9,14.2,45855,28576,13.5,1786,0.3,3.7,1.2,3,2.1,70.3,68600,3019,48.8,5.4,21.3,22.5,95.8,0.1,2.7,0,0,1.3,3019,94.7,139,785,256,0,0,0,0,0,0,0,25794,0,1.039199751,R
Potter County,South Dakota,1033,2.15,91.1,20,12.3,95.3,0.6,1,14.6,47991,30294,10.6,1553,0.8,1.5,3.5,0.2,0.2,80.7,81400,2306,52.2,5.1,19.8,28.2,97.6,0,1.5,0.2,0,0.7,2306,97.4,102,769,243,119,0,0,0,0,0,22,17525,3602,2.669687457,R
Roberts County,South Dakota,3704,2.71,87.1,16,9.9,85.7,0.8,3.5,18.2,50108,24426,20.6,4952,1,1.3,1.6,1.5,2.1,69.2,92500,10294,49.8,8,28.3,18.3,59.4,0.6,36.7,0.1,0,3.3,10294,58.3,235,2255,643,263,0,0,0,0,0,0,81468,0,9.313848091,R
Sanborn County,South Dakota,1072,2.15,89.8,19.3,12.1,89.9,1.2,1.9,21.3,51167,31991,8.6,1244,1.7,2.3,1,0.3,0,74.6,75600,2349,47.3,5.4,18.5,20.2,98.3,0,0.9,0.2,0,0.5,2349,95.9,59,402,181,29,0,0,0,0,0,0,0,874,4.208373995,R
Spink County,South Dakota,2634,2.4,92.3,21.1,10.6,86.8,0.5,5.2,15.3,49859,29158,11.1,3172,1.6,2.8,1.7,2,2.9,72.9,74400,6539,50,6,23.9,20.1,96.6,0.5,1.7,0,0.3,0.9,6539,95.1,184,1417,569,184,0,0,0,0,0,0,43519,6439,4.269941576,R
Stanley County,South Dakota,1299,2.28,90.8,27,7.8,93.5,1.1,3.5,13.7,60046,33470,7.2,1499,0,3,0,8.2,0.3,77,142100,2964,48.7,6.8,23.8,18.1,89.3,0,9,0,0,1.6,2964,88.8,113,1018,310,108,0,0,0,0,0,0,75203,0,2.072095236,R
Sully County,South Dakota,592,2.45,91.7,25.3,8,89.3,0.9,1.3,14.6,59800,40042,4.4,809,1.5,0.6,0,0.1,3.6,76.4,122600,1456,44.9,6.7,24,19.1,99.3,0,0.3,0,0,0.4,1456,99.2,65,339,192,62,0,0,0,0,0,0,35117,0,1.411372911,R
Todd County,South Dakota,2746,3.63,79.3,15.7,7.6,88.4,1.9,16.3,17.5,30800,11821,47.1,3134,1.6,1.9,2.8,4.3,3.1,42.7,46800,10019,51.2,12.6,40.3,7.2,9.1,0.3,76.5,1.7,0,12.4,10019,8.8,54,975,208,45,0,0,0,0,0,0,46411,0,7.313502334,D
Tripp County,South Dakota,2559,2.08,87.5,21.4,6.7,87.2,1.1,6.4,16.1,41210,26270,21.6,3067,0.8,3.5,1.9,1.1,2.2,67.1,78800,5475,49.5,5.3,22.5,20.8,81.9,0,14.5,0.1,0,3.5,5475,81.9,200,1567,542,240,0,0,0,0,0,26,103397,10018,3.405990929,R
Turner County,South Dakota,3471,2.33,92.2,21.4,9.3,89.2,0.7,3,25.1,54707,27405,10.3,3961,0.8,2.6,2,2.5,0.5,77.6,107000,8289,49.7,6,23.6,20.3,97.4,0.5,0.7,0,0,1.1,8289,95.8,263,1488,766,317,0,0,0,0,0,0,44280,3893,13.47846156,R
Union County,South Dakota,6037,2.44,91.3,30.1,8.6,85.2,2.6,2.9,19.9,63890,35565,6.4,6683,0.9,2.8,4.8,2.1,9.1,74.4,156500,14842,49.7,5.7,24.7,15.7,94.3,0.7,0.7,1.2,0,2.3,14842,92.9,489,9110,1418,506,0,0,0,0,0,45,123611,21444,32.41351892,R
Walworth County,South Dakota,2332,2.26,87.8,20.6,11.4,81.4,4.1,8,14.4,46526,29199,10.8,3003,0.2,3.4,3.1,1.5,4.3,68.6,80000,5538,50.9,6.3,22.7,23.7,80.5,0.4,10.5,3.2,0.6,3.6,5538,80.2,213,2019,467,181,0,0,0,0,0,0,100445,23329,7.916663768,R
Yankton County,South Dakota,9035,2.3,91.9,27.3,10.7,83.8,2,6.2,14.5,48723,28067,14.5,9787,2.6,3.8,4,4.4,7.1,67,130500,22649,47.5,5.8,21.3,17.1,92.6,2,2.4,0.7,0.1,1.8,22649,89.8,737,11123,1544,697,0,0,0,0,0,71,419003,50752,43.39507186,R
Ziebach County,South Dakota,792,3.56,85.4,15.5,4.8,98,1.1,23.4,21.5,36552,14047,39.4,996,2.2,1.8,1.4,3.5,2.9,51.1,57500,2818,50.7,8,35.1,7.1,23.5,0,74.2,0.9,0,1.3,2818,23.3,51,317,76,34,0,0,0,0,0,0,20462,3155,1.428181637,R
Anderson County,Tennessee,30660,2.43,85.5,24,10.7,86.2,3.1,4.4,22.7,44241,26072,17.2,34781,2.8,3.8,3.3,3,3.7,67,132300,75545,51.2,5.4,21.1,19,91.8,3.6,0.2,1.4,0,2.3,75545,89.8,1554,39443,4650,1288,0,0,96,0,0,0,979543,134865,225.2089092,R
Bedford County,Tennessee,17053,2.68,80.5,14.3,9.3,86.2,6.8,11.9,25.1,43819,21949,16.3,18622,3.6,1.5,3.6,2.2,1,67.2,121700,46331,51,6.7,26.1,14.8,83.8,7.9,0.6,0.3,0,2.8,46331,78.2,766,14417,2982,708,0,0,0,0,0,81,423740,51897,100.2535358,R
Benton County,Tennessee,6786,2.36,81.7,12.2,12.7,91.2,1.8,3.1,23.6,33611,20504,22.6,8981,1.6,0.3,1.4,0.4,0.8,76.8,88200,16173,50.8,4.7,19.4,22.9,95.2,2.9,0.3,0.7,0,0.8,16173,93.2,297,3511,1003,244,0,0,0,0,0,0,170358,17429,40.61310538,R
Bledsoe County,Tennessee,4635,2.78,74.6,11.3,9.4,88.7,1.4,3.4,31.1,38535,18962,23.7,5690,0.3,1.3,2,0.3,0.4,75.1,119400,14073,43.8,6.2,20.3,17.3,91.7,3.3,0.9,0.1,0,3.8,14073,89.9,92,438,789,84,0,0,0,0,0,0,35825,5673,36.10752548,R
Blount County,Tennessee,49379,2.51,88.2,23.1,10.4,88.8,3,3.8,24.4,49532,26772,13.6,56080,1.5,2.3,3.3,2.2,1.9,74.7,168000,126192,51.4,5.2,21.1,18.4,94.1,2.8,0.3,0.8,0,1.7,126192,91.6,2312,45006,8840,1779,0,0,75,0,0,265,1649063,303034,230.2578177,R
Bradley County,Tennessee,39178,2.55,83.5,20.9,8.5,83.2,5.2,6.9,21.6,43721,24099,18.4,42556,5.6,4.7,4.3,1.4,2,65.3,145000,102860,51.4,5.7,22.4,15.8,91.8,4.8,0.2,1,0,1.6,102860,86.9,1904,39192,6980,1554,0,0,120,0,0,260,2087394,210590,317.8288838,R
Campbell County,Tennessee,15902,2.48,74.4,10.6,9,88.8,0.4,1,25.6,33628,19948,22.4,20336,1.9,3.5,2.4,2.4,1.6,69.2,89000,40008,51.3,5.2,20.6,19.5,97.8,0.6,0.3,0.2,0,1,40008,96.7,595,7627,2409,505,0,0,0,0,0,62,429425,46599,82.70945556,R
Cannon County,Tennessee,5392,2.54,83.2,13,9.6,81.2,2.4,2.8,33.6,43654,22571,16.2,6070,1.8,1.7,1.2,1.4,1,72.5,135400,13855,50.5,5.3,20.8,18.2,95.2,1.4,0.4,0.7,0,1.4,13855,94.6,196,1522,1032,187,0,0,0,0,0,0,68860,9716,52.80546656,R
Carroll County,Tennessee,11363,2.42,79,15,9.1,87.4,1.5,2.1,24.2,36212,19851,19.8,13187,3,0.9,1.4,0.2,1,72.6,85300,28417,51.4,5.8,21.3,19.7,86.8,10.5,0.4,0.3,0,1.8,28417,85,435,6153,1595,322,0,0,0,0,0,0,197117,25090,47.00350259,R
Carter County,Tennessee,23772,2.32,81.3,16.1,9.8,85.8,1,2,23.5,33177,20118,23.9,27791,2,3.7,4.8,1.5,0.8,71.1,111500,56707,50.9,4.6,19.4,19.7,96.6,1.2,0.3,0.4,0,1.3,56707,95.3,705,8995,3202,667,0,0,0,0,0,110,442274,57858,165.6008313,R
Cheatham County,Tennessee,14543,2.7,85.6,19.4,9.6,86.4,1.9,2.8,31.6,53179,24279,12.9,15834,1.8,1.3,2.2,1.6,2,79.1,163700,39575,50.6,5.7,23.5,13.4,94.9,1.4,0.1,0.6,0.2,1.6,39575,93.6,608,6377,3524,504,0,0,0,0,0,47,241676,35446,131.862164,R
Chester County,Tennessee,6001,2.69,84,15.8,7.7,92.6,3.1,4.1,24.2,42376,19987,17.9,7023,3,1.6,1.1,0.1,1,72.8,107300,17355,51.8,5.8,22.6,16.6,86.6,9.1,0,1.2,0,1.1,17355,86.3,234,3181,1044,266,0,0,0,0,0,0,130370,0,61.08092208,R
Claiborne County,Tennessee,12783,2.38,77.2,13.2,7.1,88.1,1.2,1.9,24.3,33428,19215,22.3,15054,3.1,1.4,1.7,1.1,0.6,70.9,98500,31701,51.2,4.7,19.3,18.4,96.4,1.1,0.2,0.5,0.1,1.7,31701,95.5,431,7485,1831,306,0,0,0,0,0,59,201747,29161,73.07357957,R
Clay County,Tennessee,3151,2.43,76.3,13.7,8.4,91,2,2.3,26.1,28147,16470,24.8,4257,1.6,0.5,1.3,1.8,0.4,75.8,89400,7769,50.8,5.8,19.4,24.2,96.8,1.4,0.8,0.4,0,0.3,7769,94.9,111,1096,665,105,0,0,0,0,0,0,42344,4202,32.77297554,R
Cocke County,Tennessee,14564,2.4,78.8,10.2,10.2,88.2,0.9,2,28.6,31081,18959,26.1,17372,3.5,2.4,1.5,0.8,0.5,68.6,100100,35256,51.2,5.1,20.7,19.3,95.2,1.7,0.5,0,0,2.4,35256,93.6,474,6004,2114,464,0,0,0,0,0,0,396087,58447,81.05281956,R
Coffee County,Tennessee,21412,2.48,85.4,18.5,11,84.1,2.7,4,22.9,45456,23404,15.9,23582,4.3,1.7,2.6,1.7,1.4,67.9,116500,53808,51.4,6.2,24.1,16.8,90.9,2.2,0.5,1,0,3.6,53808,89.3,1244,19894,3610,779,0,0,0,0,0,116,844745,121291,127.4750667,R
Crockett County,Tennessee,5446,2.64,76.5,13.6,7.9,88.7,4.1,8.1,23.6,38043,20542,18.3,6395,3.1,0.8,1.6,1.5,0.4,69.9,94200,14558,52.5,6.2,24.5,17.4,80.3,12.9,0.2,0.2,0,2.4,14558,75.1,220,1901,901,185,0,0,0,0,0,0,67185,0,54.27164762,R
Cumberland County,Tennessee,24500,2.33,83.6,18.8,14.5,84.4,2.5,3.5,22.4,40123,22606,16,28650,2.2,4.9,1.7,0.7,0.6,78.3,136800,57895,51.2,4.8,18.1,29,97,0.5,0.5,0.3,0,1.4,57895,94.8,1059,14841,4484,919,0,0,49,0,0,201,774442,123818,86.12736799,R
Davidson County,Tennessee,269078,2.4,87.5,38.2,6.4,80.9,12.2,16.4,24.2,50484,30595,17.7,294794,5.5,3.8,7.2,9.9,11.9,54,177700,667885,51.8,7,21.6,11,63,27.6,0.3,3.4,0.1,2.3,667885,56.6,19470,439335,72148,14730,392,32,877,0,370,2296,11329764,4123216,1358.373207,D
Decatur County,Tennessee,4792,2.39,82.3,11.3,8.6,90.6,1.6,1.8,27.4,38180,21977,20.9,6849,0.7,0.6,0.4,0.1,2,75.7,90700,11703,51.3,5.2,21,23,95,2.8,0,0.3,0,1.9,11703,91.9,208,2754,797,166,0,0,0,0,0,0,90678,8287,35.25243022,R
DeKalb County,Tennessee,7163,2.63,78,14.2,7.1,87.8,5.9,7,26.3,37640,25273,22.2,9432,4.5,2,0.8,0.3,0.8,67.5,128100,19159,50.5,5.5,22.3,17.5,94.5,1.3,0.3,0.6,0.1,1.4,19159,89.5,283,4399,1326,256,0,0,0,0,0,0,141409,19073,63.61257237,R
Dickson County,Tennessee,18876,2.66,83.6,14.1,8.8,88.1,2,3.1,31.2,47137,23426,15.9,21146,2.4,1.2,3.5,2.4,0.9,72.7,143500,50926,50.9,6.2,23.7,15.4,92.5,4,0.4,0.5,0,2,50926,90.1,936,14087,3912,762,0,0,0,0,0,84,722788,91237,106.4920332,R
Dyer County,Tennessee,15036,2.49,83.2,18.4,8.5,83.7,2.2,3.4,20,42833,23936,18.6,16784,3.9,4.1,3.2,1.5,1.5,63.5,103400,37970,51.7,6.1,24.2,16,82.4,13.5,0.3,0.6,0.1,2.3,37970,80.4,792,13370,2335,712,0,0,0,0,0,109,573557,59403,73.60038867,R
Fayette County,Tennessee,14919,2.59,86.2,22.1,9.2,91.8,2.2,3,33.9,55972,29018,15,16250,0.8,1.8,1.4,0.4,0.7,79.3,183000,39071,50.7,5.5,20.9,18.6,69.5,27.7,0.2,0.7,0,0.9,39071,68.1,578,6941,3384,529,0,0,29,0,0,66,340989,26569,56.17344079,R
Fentress County,Tennessee,7390,2.4,77.3,12.5,8.4,87.9,1,1.9,23.6,31714,17487,23.3,8918,1.3,1.3,1.8,0.6,0.3,75.5,105200,17936,50.9,5.5,22,20,97.9,0.1,0.3,0.4,0,1,17936,96.9,243,3842,1493,191,0,0,0,0,0,26,163324,11522,36.1664479,R
Franklin County,Tennessee,16345,2.41,85.3,19,10.9,85.6,2.6,3.2,22.7,44837,23797,16.2,18965,4.4,2,1.1,0.5,0.5,73.7,110700,41348,51.2,5,20.8,18.9,90.2,3.5,0.5,0.7,0.1,3.6,41348,89.1,707,11392,2539,553,0,0,0,0,0,61,399272,0,75.20496681,R
Gibson County,Tennessee,19406,2.49,84.8,17.3,9.5,86.1,1,1.8,23.7,38854,20948,18.7,22362,5.1,2.6,1.9,0.6,1.1,71.1,93000,49511,52.3,6.7,24.4,17.7,78.5,18.3,0.4,0.3,0.1,1.8,49511,77.1,928,11351,2889,816,0,0,0,0,0,99,502600,52851,81.95981692,R
Giles County,Tennessee,11478,2.46,83.3,14,9,86.4,2.5,3,26.3,40635,21487,16.7,13853,3,3.3,1.7,1.8,0.7,69.7,113900,29034,51.3,5.6,21,18.7,86.2,9.5,0.1,0.7,0.1,2.5,29034,84.8,530,8553,1737,546,0,0,0,0,0,0,359513,33437,47.97131944,R
Grainger County,Tennessee,8865,2.56,80.4,11.6,8.8,90,2,3.4,32.7,37522,19850,20.2,10853,0.8,0.5,1.3,0.1,0.3,78.8,102300,22813,50.4,4.8,21.2,18.5,97.9,0.5,0.2,0.4,0,0.9,22813,95.1,227,2609,1438,138,0,0,0,0,0,0,114136,10159,82.22621242,R
Greene County,Tennessee,27461,2.42,81.9,14.7,10.9,87.5,1.3,2.4,23.1,36711,21525,18.6,32149,1.5,2.2,2.6,1.2,0.6,71.8,113700,68502,51.1,4.7,20,19.7,95,2.3,0.3,0.3,0,1.5,68502,93.5,1109,22375,3991,866,0,0,0,0,24,96,744764,95344,110.2835743,R
Grundy County,Tennessee,5012,2.65,74,11,7.7,95.4,0.7,0.8,28.5,28467,16132,28,6394,0.6,1.1,3,0.3,0.8,76.5,79900,13494,50.5,5.5,22,20.5,80.5,0.5,0.2,0.4,0.1,18.1,13494,80.3,158,1361,1154,56,0,0,0,0,0,0,68792,3961,37.14571711,R
Hamblen County,Tennessee,24442,2.55,81.5,16,9.2,88.3,6.1,9.4,22.2,39270,20642,21.2,27023,5.7,2.9,3.4,2.1,1.4,66.2,126200,63203,51.5,6.2,23.3,17.5,88,4.1,0.2,0.8,0,2.8,63203,82.2,1296,28998,3486,1129,0,0,47,0,0,84,1175487,110182,395.753211,R
Hamilton County,Tennessee,137309,2.48,87.8,29.6,8.8,84.8,4.9,6.3,21.6,49434,28456,14.8,154903,6,3.1,4.6,4.4,5.9,64.6,162900,351305,51.8,5.9,21.2,16,75.3,19.8,0.1,2,0,1.9,351305,71.5,8848,185060,26421,6802,138,0,454,0,105,1085,7171793,1194366,659.4871402,R
Hancock County,Tennessee,2751,2.34,75.7,11.3,7.1,90,1,1.4,34.1,27973,16351,27.3,3608,1.1,2.7,1.1,0.8,0,77.1,83400,6609,50.2,5.1,20.7,18.2,98,0.4,0.7,0.1,0,0.8,6609,97.2,47,424,424,71,0,0,0,0,0,0,28153,0,29.58274469,R
Hardeman County,Tennessee,8592,2.58,77,10.8,7,94.5,1.4,3.8,29,33566,16178,23.7,10869,2.7,2.4,1.2,0.4,0.5,71.3,84800,25975,45.7,4.9,19.9,16.5,56.1,41.6,0.3,0.7,0,1.1,25975,54.8,333,5498,1482,295,0,0,0,0,0,43,138054,12803,38.09081493,R
Hardin County,Tennessee,9940,2.55,79.6,12.7,10.1,92.1,1.4,2.5,24.5,37244,22928,22.2,13967,1.5,2.1,1.1,0.3,0.7,77.4,103900,25839,51.1,5,20.7,21.3,94.2,3.7,0.3,0.1,0.1,1.5,25839,92.2,481,6519,1774,0,0,0,0,0,0,0,477377,35154,44.47884621,R
Hawkins County,Tennessee,23001,2.43,82,13,10,88.1,1,1.6,24.6,37883,21394,19.2,26838,1.5,1.7,3.4,2.2,1.1,74.5,111000,56567,51,5,21.1,18.9,96.2,1.3,0.2,0.4,0,1.4,56567,95.5,588,9232,2936,473,0,0,0,0,0,31,353037,42729,116.1347006,R
Haywood County,Tennessee,7056,2.54,80.8,11.9,7.4,91.2,1.7,3.1,23.3,35094,19956,21,8390,5.4,2.8,2.9,2.2,1.2,61,100500,18129,53.3,6.1,23.6,16.3,46,50.1,0.1,0.1,0.1,1.1,18129,44.7,312,5099,1155,284,0,0,0,0,0,0,212749,21180,33.48856702,D
Henderson County,Tennessee,10695,2.59,80.2,13.4,8.3,90.2,0.6,2.6,26.1,41478,20479,20.7,12813,2.8,2.2,0.8,0.3,0.6,71.5,94000,27952,51.9,5.8,23.5,16.7,89.1,7.9,0,0.1,0,2.1,27952,87.8,488,6599,1758,403,0,0,0,0,0,80,301719,29827,53.50293476,R
Henry County,Tennessee,13503,2.35,84.3,14.7,11.9,87.5,1.6,2.4,21.4,38378,23090,19.4,17015,2.4,1.2,3.1,0.3,0.5,73.4,95500,32291,51.4,4.9,21.1,21.5,89.6,8.6,0.2,0.3,0,1.2,32291,87.7,695,8664,2286,666,0,0,0,0,0,0,620107,42121,57.50744082,R
Hickman County,Tennessee,8855,2.57,77.2,11.4,9.1,86.1,1,2.4,37.1,37546,18410,22.9,10289,1.9,0.5,2,0.2,0.8,76.3,103600,24251,47.6,5.3,21.7,15.6,91.8,4.7,0.4,0.2,0,1.9,24251,90.9,263,2300,1746,220,0,0,0,0,0,0,122847,0,39.66637997,R
Houston County,Tennessee,3106,2.58,76.9,10.7,10.5,85,1,1.6,33,40680,18256,20.9,4166,1.5,0.8,0,1.4,0.1,76.5,93200,8234,50,4.8,22.5,19.5,94.4,2.9,0.5,0.3,0,1.9,8234,92.3,102,1086,516,81,0,0,0,0,0,0,39569,0,40.6110884,R
Humphreys County,Tennessee,6936,2.59,83.2,12.9,10.9,86.6,0.5,2.5,27.8,40995,23221,18.5,8874,1.1,1.3,2.7,0.3,0.2,76.8,103900,18216,50.8,5.3,22.1,18.8,94.6,3.7,0.5,0.2,0,0.9,18216,93.2,328,4213,1154,288,0,0,0,0,0,0,206237,21076,34.56724383,R
Jackson County,Tennessee,4522,2.51,76.6,8,8.6,92.3,0.3,1.1,32.4,32676,17675,25,5820,1.3,1.5,1,0.7,0.6,76.3,99500,11526,49.7,4.4,19.5,20.5,97.1,0.5,0,0.1,0,2.2,11526,95.9,99,1073,765,77,0,0,0,0,0,0,28296,3993,37.47431251,R
Jefferson County,Tennessee,19767,2.58,83.7,15.6,9.9,85.5,2.2,3.6,26.6,43673,22674,15.2,23667,1.6,3,2.2,1.5,0.6,73.5,130900,52851,50.7,5.1,20.7,18.8,95.1,2.2,0.2,0.3,0,1.6,52851,92.6,700,11366,3033,606,0,0,0,0,0,68,580945,64822,194.774836,R
Johnson County,Tennessee,6915,2.31,76.3,10.1,10.4,87.5,1.4,1.8,24.3,30180,17834,26.9,8926,1.1,2.2,1.5,1.6,0.6,75.1,114200,17923,46.3,4.4,17.7,20.6,93.2,3.8,0.5,0.2,0,1.4,17923,92.3,232,3194,1016,143,0,0,0,0,0,23,96264,15988,59.48902033,R
Knox County,Tennessee,181336,2.41,90.6,35.7,8.5,83.7,4.9,6.2,21.8,50366,28980,16.2,199213,1.7,3.1,4.9,6.4,7.1,64,164700,448164,51.4,5.8,21.4,14.5,85.6,9,0.3,2,0.1,2.1,448164,82.9,11401,218158,35445,8997,93,25,427,0,87,1479,8384110,1377246,897.5189137,R
Lake County,Tennessee,2145,2.29,73.1,9.1,7,80.9,1.2,2.3,16.8,29893,13330,29.2,2602,5.2,4.1,4.3,1.2,2.7,59.9,76000,7643,36.9,4.2,15.3,15.1,68.4,28.7,0.4,0.4,0.1,1.4,7643,67.5,73,587,327,44,0,0,0,0,0,0,25016,7243,45.60122154,R
Lauderdale County,Tennessee,9745,2.5,75.5,8.6,6.8,82.2,1.8,2.7,23.2,32353,16217,24.7,11286,6.1,3.1,4.1,0.4,0.4,58.5,79900,27261,47.7,5.7,23.2,13.9,61.8,34.9,0.6,0.2,0,1.6,27261,60.5,295,4694,1270,339,0,0,0,0,0,22,134492,0,56.72640921,R
